Name,Url,Rating,Review_vol,Hotel_name,Address,Ranking,Description,Class,Language,Hotel_styles
350. Zixin Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d11885109-Reviews-Zixin_Hotel-Hong_Kong.html#REVIEWS,5.0,1,Zixin Hotel,"Room 11 Building 8, Hai Phong Mansion, No.101 Nathan Road, Hong Kong China",#55 of 144 motels in Hong Kong,"Finding an ideal budget friendly motel in Hong Kong does not have to be difficult. Welcome to Zixin Hotel, a nice option for travelers like you.
Close to some of Hong Kong's most popular landmarks, such as Tsim Sha Tsui Promenade (0.2 mi) and Central (1.2 mi), Zixin Hotel is a great destination for tourists.
Free wifi is offered to guests, and rooms at Zixin Hotel offer air conditioning.
During your stay, take advantage of some of the amenities offered, including baggage storage.
Read more",,"English, Chinese",[]
351. Jin Xiang Hotel Jiulong,https://www.tripadvisor.com/Hotel_Review-g294217-d3505629-Reviews-Jin_Xiang_Hotel_Jiulong-Hong_Kong.html#REVIEWS,5.0,1,Jin Xiang Hotel Jiulong,"RoomA 14F Lixing Mansion, No.495-497 Nathan Road, Yau Ma Tei, Kowloon, Hong Kong China",#56 of 144 motels in Hong Kong,,,Budget,[]
352. Icon Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d10482416-Reviews-Icon_Inn-Hong_Kong.html#REVIEWS,3.5,13,Icon Inn,"Room E3 11/F, Tower E Chung King Mansion, No.40 Nathan Road, Hong Kong 996600 China",#15 of 39 inns in Hong Kong,,,Budget,[]
353. Toronto Holidays,https://www.tripadvisor.com/Hotel_Review-g294217-d13516076-Reviews-Toronto_Holidays-Hong_Kong.html#REVIEWS,3.0,6,Toronto Holidays,"15 Jordan Road 2/F, New Lucky House, Hong Kong China",#107 of 132 guest houses in Hong Kong,..,,"English, Chinese, Filipino, Hindi and 1 more",[]
354. Canadian Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d2293475-Reviews-Canadian_Hostel-Hong_Kong.html#REVIEWS,3.0,65,Canadian Hostel,"Flat E6, 7/F, Block E, Chung King Mansions, No.40 Nathan Road, Tsim Sha Tsui, Kowloon, Hong Kong China",#98 of 145 hostels in Hong Kong,"Canadian Hostel HK is a budget friendly accommodation located in Tsim Sha Tsui - the center of HK!Guests can enjoy numerous free amenities during their stay - coffee/tea/water/wireless internet: all at no extra cost!Every room comes with private en-suite, air conditioning, LCD TV with local and some international channels.Send us an e-mail if you have any questions or would like to make a reservation.",2.0 of 5 stars,"English, Chinese, Hindi","['', 'Budget']"
355. Me Easy Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d4068371-Reviews-Me_Easy_Hostel-Hong_Kong.html#REVIEWS,3.0,14,Me Easy Hostel,"Room 1416 Sun Hing Building, No.607 Nathan Road, Mong Kok, Hong Kong 999077 China",#109 of 144 motels in Hong Kong,"Me Easy Hostel is an excellent choice for travelers visiting Hong Kong, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.
As your “home away from home,” the motel rooms offer a flat screen TV and air conditioning, and getting online is easy, with free wifi available.
Guests have access to a 24 hour front desk, room service, and 24 hour check-in while staying at Me Easy Hostel.
While staying at Me Easy Hostel, visitors can check out The Lounge & Bar at The Ritz-Carlton, Hong Kong (1.1 mi) and Tsim Sha Tsui Promenade (1.5 mi), some of Hong Kong's top attractions.
Read more",,"English, Chinese",['Budget']
356. Golden Island Guesthouse,https://www.tripadvisor.com/Hotel_Review-g294217-d1491832-Reviews-Golden_Island_Guesthouse-Hong_Kong.html#REVIEWS,3.0,51,Golden Island Guesthouse,"Room 1-2, 7/F Alhambra Building, No.383-385 Nathan Road, Yaumatei, Hong Kong China",#86 of 145 hostels in Hong Kong,"Golden Island Guesthouse (GIG) is newly decorated in 2008 and located in Nathan Road where is the heart of commercial and entertainment district in Kowloon. We're nearby Jordan MTR Station and Yaumatei MTR Station, and can be easily accessed by most of major public transportation from/to anywhere in Hong Kong . We provide clean and comfortable accommodation to budget travelers at most affordable price. All the rooms are equipped with private bathroom, television, telephone and FREE WIFI internet access.",2.0 of 5 stars,Chinese,"['', 'Budget']"
357. Geo-Home Holiday Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d1500278-Reviews-Geo_Home_Holiday_Hotel-Hong_Kong.html#REVIEWS,3.0,28,Geo-Home Holiday Hotel,"Flat C&D, 9/F, Kingland Apartment, 737 Nathan Road, Kowloon, Hong Kong China",#94 of 145 hostels in Hong Kong,"Geo Home Holiday Hotel is a Hong Kong Gov't licensed budget backpacker Inn guest house (No. H4041), cheap tourist hostel. Geo Home Holiday Hotel is located inside Kingland Apartment, which is in the main street of Mongkok, Kowloon (Nathan Road). Kingland Apartment's neighborhood is full of tourist attraction and shopping area such as Women Street, Electrical Street, Golden Shopping Arcade and many shopping malls. There are also many different restaurants, banks, shops and convenience stores within walking distance of the building making it a prime location to stay.Geo Home Holiday Hotel has 16 en-suite rooms all with windows, most suitable for budget backpackers looking for cheap, clean and safe stay. Geo Home Holiday Hotel provides Single, Twin, Double, Triple rooms and up to 4P room to suit every travelers' needs. The main characteristic which make Geo Home Holiday Hotel always so packed with travelers is it's spacious rooms, big common area, free WiFi internet access (bring your own notebook) and well equip facilities. You just feel like staying in a star rated hotel, not just another cheap creepy guesthouse.
Read more",2.0 of 5 stars,"English, Chinese",['']
358. Days Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d2631170-Reviews-Days_Hotel-Hong_Kong.html#REVIEWS,3.0,32,Days Hotel,"Block D, Flat D6 , 10th Floor, 36-44 Nathan Road, Hong Kong China",#109 of 145 hostels in Hong Kong,,,"English, Chinese, Filipino, Hindi and 1 more",['Budget']
359. Ka Wut Villa,https://www.tripadvisor.com/Hotel_Review-g294217-d1150535-Reviews-Ka_Wut_Villa-Hong_Kong.html#REVIEWS,2.5,7,Ka Wut Villa,"Flat 1B Hung Tak Building, 163A Sai Yee Street, Mong Kok, Hong Kong China",#84 of 145 hostels in Hong Kong,,,,
360. Kam Fu Guest House Mongkok,https://www.tripadvisor.com/Hotel_Review-g294217-d4872213-Reviews-Kam_Fu_Guest_House_Mongkok-Hong_Kong.html#REVIEWS,1.5,3,Kam Fu Guest House Mongkok,"Rm C, 20/F, Far East Consortium Mongkok Building, 240-244 Portland Street, Kowloon, Hong Kong China",#110 of 132 guest houses in Hong Kong,"Finding an ideal budget friendly guest house in Hong Kong does not have to be difficult. Welcome to Kam Fu Guest House Mongkok, a nice option for travelers like you.
Rooms at Kam Fu Guest House Mongkok provide air conditioning, and guests can stay connected with free wifi.
In addition, while staying at Kam Fu Guest House Mongkok guests have access to a 24 hour front desk, 24 hour check-in, and 24 hour security.
Given the close proximity of popular landmarks, such as The Lounge & Bar at The Ritz-Carlton, Hong Kong (0.9 mi) and Sandbox VR (0.9 mi), guests of Kam Fu Guest House Mongkok can easily experience some of Hong Kong's most well known attractions.
Read more",2.0 of 5 stars,"English, Chinese",['']
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
361. Sleeep,https://www.tripadvisor.com/Hotel_Review-g294217-d12161130-Reviews-Sleeep-Hong_Kong.html#REVIEWS,4.5,138,Sleeep,"1/F, 242 Queen's Road Central, Sheung Wan, Hong Kong 00000 China",#2 of 132 guest houses in Hong Kong,"Nestled in the heart of Sheung Wan, SLEEEP is a short 10 minute walk from Hong Kong's central MTR Station and a stones throw from PMQ shopping mall, making it the perfect location for a creative recharge. This award winning capsule hotel has embraced minimalism wholeheartedly throughout its design, with an exceptional user experience that has been delicately crafted with the inclusion of keyless access, essential oil diffusion and under-floor bathroom heating. Each patented SLPer capsule is equipped with multiple USB and plug sockets, adjustable magnetic felt blackout, responsive lighting, not forgetting organic cotton linen, vegan eco-down and memory foam pillows, and custom mattress and duvet. Water saving toilets, a heat recovery system and locally sourced natural soaps all highlight one of SLEEEP's core values: eco-conscious, functional design (the organic cotton towels aren't half bad either). A personal experience from check-in to check-out, everything has been considered.
Read more",1.0 of 5 stars,"English, Chinese","['', 'Modern', 'Centrally Located']"
362. Longwin Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d6228608-Reviews-Longwin_Hotel-Hong_Kong.html#REVIEWS,4.5,2,Longwin Hotel,"No.18-25 Jordan Road, Kowloon Room C 8F, Hongyun Building, Hong Kong China",#31 of 144 motels in Hong Kong,"If you’re looking for a budget friendly motel in Hong Kong, look no further than Changrong Jinsha Hotel.
Close to some of Hong Kong's most popular landmarks, such as Sandbox VR (0.4 mi) and Tsim Sha Tsui Promenade (0.7 mi), Changrong Jinsha Hotel is a great destination for tourists.
Changrong Jinsha Hotel is a budget friendly motel offering air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
If you’re looking for a barbeque restaurant, consider a visit to Kam's Roast Goose, Braza Churrascaria Brazilian Steakhouse, or Joy Hing Food Shop, which are all conveniently located a short distance from Changrong Jinsha Hotel.
Read more",3.5 of 5 stars,"English, Chinese",[]
363. Sohotel,https://www.tripadvisor.com/Hotel_Review-g294217-d1468032-Reviews-Sohotel-Hong_Kong.html#REVIEWS,4.0,291,Sohotel,"No.139 Bonham Strand, Sheung Wan, Hong Kong China",#163 of 802 hotels in Hong Kong,"SOHOTEL, founded in 2008, offers 37 well-furnished rooms and suites to provide guests with top-notch facilities and services tailored to their distinct needs. The hotel boasts comfortable accommodation around the year at reasonable rates. Located in Sheung Wan District at the heart of Hong Kong, the hotel is easily accessible by all kinds of public transport, including buses and metro lines (MTR Sheung Wan Station A2 exit), with the Macau Ferry Terminal and Outlying Islands Ferry Pier in close proximity. The Hong Kong International Airport is 1 hour's drive away and the Hong Kong tramway station, from which guests can travel conveniently across Hong Kong, is close by.
Read more",3.5 of 5 stars,"English, Chinese","['', 'Quiet', 'Modern']"
364. Beverly Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d4872267-Reviews-Beverly_Guest_House-Hong_Kong.html#REVIEWS,3.0,35,Beverly Guest House,"Flat B7 8/F Block B ChunKing Mansion, 36-44.Natan Road, Kowloon, Hong Kong China",#65 of 144 motels in Hong Kong,"Beverly Guest House is an excellent choice for travelers visiting Hong Kong, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.
Given the close proximity of popular landmarks, such as Tsim Sha Tsui Promenade (0.1 mi) and Central (1.1 mi), guests of Beverly Guest House can easily experience some of Hong Kong's most well known attractions.
Rooms at Beverly Guest House provide a flat screen TV and air conditioning, and guests can stay connected with free wifi.
Read more",2.0 of 5 stars,"English, Chinese",['']
365. Jinhai Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d1761381-Reviews-Jinhai_Hotel-Hong_Kong.html#REVIEWS,4.5,2,Jinhai Hotel,"F6 Wing Wah Building, No.24 Sai Yeung Choi Street, Kowloon District, Hong Kong China",#380 of 802 hotels in Hong Kong,"Jinhai Hotel is an excellent choice for travelers visiting Hong Kong, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.
As your “home away from home,” the hotel rooms offer a flat screen TV and air conditioning, and getting online is easy, with free wifi available.
Guests have access to a concierge, baggage storage, and express check-in and check-out while staying at Jinhai Hotel.
Nearby landmarks such as The Lounge & Bar at The Ritz-Carlton, Hong Kong (1.2 mi) and Sandbox VR (1.3 mi) make Jinhai Hotel a great place to stay when visiting Hong Kong.
Read more",5.0 of 5 stars,"English, Chinese",[]
"366. Lanson Place Waterfront Suites, Hong Kong",https://www.tripadvisor.com/Hotel_Review-g294217-d17580247-Reviews-Lanson_Place_Waterfront_Suites_Hong_Kong-Hong_Kong.html#REVIEWS,5.0,85,"Lanson Place Waterfront Suites, Hong Kong","No.1 Oi Tak Street, Shau Kei Wan 筲箕灣愛德街1號, Hong Kong China",#1 of 13 condos in Hong Kong,"Perched right on the shore of Eastern waterfront overlooking the panoramic sea view, Lanson Place Waterfront Suites offers a wellness-centred lifestyle right in the heart of East Side Hong Kong and its bustling blend of business, night life, culture, heritage, shopping and nature. Featuring 74 units equipped with bespoke furniture and quality amenities, the property is a mere 5 minutes walk to the nearest MTR.",,Chinese,"['Romantic', 'Charming']"
367. The Olympian Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d9706239-Reviews-The_Olympian_Hong_Kong-Hong_Kong.html#REVIEWS,5.0,259,The Olympian Hong Kong,"No.18 Hoi Fai Road, West Kowloon, Hong Kong China",#30 of 802 hotels in Hong Kong,"A world of exclusive hospitality awaits at The Olympian Hong Kong. Embark on a personalised journey to renew your mind and soul, handcrafted by our devoted staff.",5.0 of 5 stars,"English, Chinese","['', 'Residential Neighborhood', 'Charming']"
368. Solar Villas,https://www.tripadvisor.com/Hotel_Review-g294217-d12157906-Reviews-Solar_Villas-Hong_Kong.html#REVIEWS,4.0,12,Solar Villas,"No.14 Tai Yuk Road Ma Wan, New Territories,, Hong Kong China",#271 of 802 hotels in Hong Kong,"Nestled among the beautiful greenery and natural surroundings, Solar Villas (previously named Solar Tower Camp) offers visitors a serene and relaxed atmosphere for a simpler take on life. All of our homey rooms are equipped with a private bathroom, and lockers, and our rooms for 4 to 10 people are equipped with mini-bars. Whether you’re travelling as small or large group, you’ll find the perfect room for your needs.",2.0 of 5 stars,"English, Chinese",['']
369. International Plaza Hotel Tsim Sha Tsui,https://www.tripadvisor.com/Hotel_Review-g294217-d2301937-Reviews-International_Plaza_Hotel_Tsim_Sha_Tsui-Hong_Kong.html#REVIEWS,4.0,1,International Plaza Hotel Tsim Sha Tsui,"Room D,14F Xili Mansion, No.81 Nathan Road, Hong Kong China",#415 of 802 hotels in Hong Kong,,3.0 of 5 stars,Business,['Mid-range']
370. The Aberdeen by Dash Living,https://www.tripadvisor.com/Hotel_Review-g294217-d13303269-Reviews-The_Aberdeen_by_Dash_Living-Hong_Kong.html#REVIEWS,4.5,346,The Aberdeen by Dash Living,"100 Shek Pai Wan Road, Aberdeen, Hong Kong China",#1 of 145 hostels in Hong Kong,"Situated at Aberdeen’s harbourside, The Aberdeen by Dash Living provides you a tranquil living environment out of the bustling city without compromising on conveniences. A variety of bus routes are right to your doorstep to get you to different parts of the city. Take a stroll along the promenade, and fill your gills with fresh fish from the best seafood restaurants there!",4.0 of 5 stars,"English, Chinese","['', 'Harbor View', 'Business']"
